"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
15 0.862925154146121 2 28 "GO:0051656" "establishment of organelle localization" 0.954930790103693
-70 0.090015119691357 1 140 "GO:0051704" "multi-organism process" 0.492582108023051
-89 0.0874284167850178 2 83 "GO:0051707;GO:0043207;GO:0009607" "response to biotic stimulus" 0.492582108023051
10 0.842817316974987 2 92 "GO:0051726" "regulation of cell cycle" 0.950836416130807
35 0.527159859966358 2 76 "GO:0051960;GO:0060284" "regulation of nervous system development" 0.877044722775888
-2 0.979220057250749 5 25 "GO:0051961" "negative regulation of nervous system development" 0.989749305178176
153 0.0481343269052865 2 37 "GO:0055065" "metal ion homeostasis" 0.393445802530168
59 0.377948183822302 2 50 "GO:0055080;GO:0098771;GO:0050801" "ion homeostasis" 0.789452858251142
68 0.33250510717224 4 45 "GO:0055082" "cellular chemical homeostasis" 0.762328782297331
21 0.709636289467247 3 69 "GO:0055085" "transmembrane transport" 0.930042145032902
-1 0.983862450361914 2 51 "GO:0055114" "oxidation-reduction process" 0.991775553179838
-53 0.536969174158846 6 30 "GO:0060071;GO:0035567;GO:0090175" "regulation of establishment of planar polarity" 0.884158858190853
-66 0.458005096742226 2 28 "GO:0060122" "inner ear receptor cell stereocilium organization" 0.839568987278474
-35 0.695003818582301 2 27 "GO:0060271" "cilium assembly" 0.929295959209533
91 0.0913065456752849 4 78 "GO:0060341" "regulation of cellular localization" 0.492582108023051
44 0.432271302668785 3 73 "GO:0060548" "negative regulation of cell death" 0.819591160852526
-30 0.70270292855227 2 35 "GO:0060627" "regulation of vesicle-mediated transport" 0.930042145032902
-49 0.514015740951306 2 40 "GO:0060828" "regulation of canonical Wnt signaling pathway" 0.866282126819967
-6 0.922337431913856 3 62 "GO:0061024" "membrane organization" 0.968517213683831
-5 0.955895092200236 4 33 "GO:0062012" "regulation of small molecule metabolic process" 0.980680088006778
20 0.613533614745258 2 159 "GO:0065003" "protein-containing complex assembly" 0.908951409385144
-106 0.23016261047133 4 28 "GO:0065004" "protein-DNA complex assembly" 0.662899990931208
-18 0.719512739594249 2 91 "GO:0070647" "protein modification by small protein conjugation or removal" 0.930042145032902
-46 0.313884354741456 2 112 "GO:0070887" "cellular response to chemical stimulus" 0.750888868365655
-52 0.436369821557169 4 50 "GO:0070925" "organelle assembly" 0.820375264527478
-117 0.0240720167996102 2 85 "GO:0071310" "cellular response to organic substance" 0.244623738287931
-94 0.298748703012134 2 27 "GO:0071345" "cellular response to cytokine stimulus" 0.739009949556332
-232 0.00264708121939243 2 37 "GO:0071417;GO:1901699" "cellular response to nitrogen compound" 0.0663535025661036
-236 0.000906957185921926 2 44 "GO:0071495" "cellular response to endogenous stimulus" 0.0489851996459283
-87 0.254255127011328 2 38 "GO:0071824" "protein-DNA complex subunit organization" 0.687090548523914
109 0.189809313408674 2 32 "GO:0072594" "establishment of protein localization to organelle" 0.631577892404083
94 0.212382945121744 4 39 "GO:0072657" "protein localization to membrane" 0.662899990931208
-93 0.0431139670119126 2 109 "GO:0080134" "regulation of response to stress" 0.385941963687878
-89 0.121316446489595 2 69 "GO:0080135" "regulation of cellular response to stress" 0.497757585511909
-97 0.177786367845792 2 43 "GO:0090066" "regulation of anatomical structure size" 0.608387465721327
14 0.875445150496906 2 27 "GO:0090068" "positive regulation of cell cycle process" 0.954930790103693
-32 0.69697196940715 4 33 "GO:0090090" "negative regulation of canonical Wnt signaling pathway" 0.929295959209533
-110 0.118658831823074 2 45 "GO:0090407" "organophosphate biosynthetic process" 0.497757585511909
-55 0.412330258056461 3 50 "GO:0097435" "supramolecular fiber organization" 0.806360136472868
-181 0.00415389477610338 3 56 "GO:0098542" "defense response to other organism" 0.0780932217907436
-105 0.226467167702978 3 29 "GO:0098609" "cell-cell adhesion" 0.662899990931208
11 0.873624607143607 3 51 "GO:0098657" "import into cell" 0.954930790103693
35 0.650480097222099 2 38 "GO:0098662;GO:0098655;GO:0098660" "cation transmembrane transport" 0.929295959209533
-77 0.321619672530086 3 37 "GO:0120031;GO:0030031" "plasma membrane bounded cell projection assembly" 0.756514858227976
89 0.148644750019899 4 59 "GO:0120035;GO:0031344" "regulation of plasma membrane bounded cell projection organization" 0.548145541061416
-16 0.741361936811254 2 104 "GO:0120036;GO:0030030" "cell projection organization" 0.930042145032902
24 0.666279363439119 2 74 "GO:1901135" "carbohydrate derivative metabolic process" 0.929295959209533
-96 0.240125422858906 3 33 "GO:1901137" "carbohydrate derivative biosynthetic process" 0.678850819510892
-41 0.395033798516183 3 100 "GO:1901362" "organic cyclic compound biosynthetic process" 0.806360136472868
74 0.120783833122028 3 100 "GO:1901565" "organonitrogen compound catabolic process" 0.497757585511909
48 0.608778070716037 3 25 "GO:1901605" "alpha-amino acid metabolic process" 0.908951409385144
9 0.902706167877134 2 40 "GO:1901615" "organic hydroxy compound metabolic process" 0.964254315686939
-101 0.20965611553122 3 34 "GO:1901652" "response to peptide" 0.662899990931208
-170 0.000541339494273235 2 95 "GO:1901700" "response to oxygen-containing compound" 0.0489851996459283
-166 0.0104131439744458 2 53 "GO:1901701" "cellular response to oxygen-containing compound" 0.142738364105494
33 0.673713919998259 2 35 "GO:1901987" "regulation of cell cycle phase transition" 0.929295959209533
77 0.376572430454415 6 29 "GO:1901990" "regulation of mitotic cell cycle phase transition" 0.789452858251142
-13 0.783107735500277 2 99 "GO:1902531" "regulation of intracellular signal transduction" 0.930042145032902
208 0.0209916350554077 6 27 "GO:1902532" "negative regulation of intracellular signal transduction" 0.224383261619574
-62 0.347318492990479 3 52 "GO:1902533" "positive regulation of intracellular signal transduction" 0.772732268428521
-82 0.235222728452437 3 47 "GO:1902903" "regulation of supramolecular fiber organization" 0.670028378016033
7 0.915110576609241 3 57 "GO:1903047" "mitotic cell cycle process" 0.96760605547885
139 0.045163421282624 2 46 "GO:1903311" "regulation of mRNA metabolic process" 0.385941963687878
-24 0.790350891496389 3 28 "GO:1903362;GO:1903050" "regulation of cellular protein catabolic process" 0.930042145032902
29 0.755755695105729 2 26 "GO:1903532;GO:0051047" "positive regulation of secretion by cell" 0.930042145032902
-35 0.690583042242047 2 28 "GO:1903706" "regulation of hemopoiesis" 0.929295959209533
58 0.346598117413269 5 60 "GO:1903827" "regulation of cellular protein localization" 0.772732268428521
72 0.311311761473146 2 44 "GO:1903829" "positive regulation of cellular protein localization" 0.750341168678865
-62 0.401964398128619 3 40 "GO:1905330;GO:2000027" "regulation of animal organ morphogenesis" 0.806360136472868
-3 0.934127948808511 2 156 "GO:2000026" "regulation of multicellular organismal development" 0.970254444066299
39 0.355737740957484 3 130 "GO:2000113;GO:0010558;GO:0031327;GO:0009890" "negative regulation of biosynthetic process" 0.782206962573181
-35 0.573594887249595 3 59 "GO:2000145;GO:0040012;GO:0051270" "regulation of locomotion" 0.889429996516102
-89 0.315533088302589 2 28 "GO:2001020" "regulation of response to DNA damage stimulus" 0.750888868365655
