"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-156 0.0651304297301859 4 27 "GO:1903320" "regulation of protein modification by small protein conjugation or removal" 0.2713935475173
-133 0.0553399662567216 2 40 "GO:1903530;GO:0051046" "regulation of secretion" 0.256070120931666
-65 0.460740108916364 2 25 "GO:1903532;GO:0051047" "positive regulation of secretion by cell" 0.672650862354198
31 0.70792934040969 2 28 "GO:1903706" "regulation of hemopoiesis" 0.835135393764556
-124 0.0357552846448652 2 56 "GO:1903827" "regulation of cellular protein localization" 0.209584768755556
-96 0.161730181075621 2 41 "GO:1903829" "positive regulation of cellular protein localization" 0.403657146155682
-11 0.87536772559998 2 37 "GO:1904951;GO:0051222" "positive regulation of establishment of protein localization" 0.938750281137126
-65 0.364713129128663 2 38 "GO:1905330;GO:2000027" "regulation of animal organ morphogenesis" 0.595369540523547
-72 0.0461080622363318 3 162 "GO:2000026;GO:0045595" "regulation of multicellular organismal development" 0.236010759243597
-24 0.78003878285535 3 26 "GO:2001020" "regulation of response to DNA damage stimulus" 0.876560962028154
